token_id	raw_token	decoded_token	clean_token	label	reason	unit_count
204	ng1	ng1	ng1	SV	pinyin dictionary hit	1
205	ji	ji	ji	SV	pinyin dictionary hit	1
206	u4	u4	u4	IV	cannot parse into complete legal pinyin syllables	0
207	ng2	ng2	ng2	SV	pinyin dictionary hit	1
208	ĠĠ	  		EX	punctuation/symbol/empty token	0
209	i2	i2	i2	IV	cannot parse into complete legal pinyin syllables	0
210	ao	ao	ao	SV	pinyin dictionary hit	1
211	xi	xi	xi	SV	pinyin dictionary hit	1
212	ng4	ng4	ng4	SV	pinyin dictionary hit	1
213	an2	an2	an2	SV	pinyin dictionary hit	1
214	i3	i3	i3	IV	cannot parse into complete legal pinyin syllables	0
215	i1	i1	i1	IV	cannot parse into complete legal pinyin syllables	0
216	de	de	de	SV	pinyin dictionary hit	1
217	u3	u3	u3	IV	cannot parse into complete legal pinyin syllables	0
218	an4	an4	an4	SV	pinyin dictionary hit	1
219	e4	e4	e4	SV	pinyin dictionary hit	1
220	en	en	en	SV	pinyin dictionary hit	1
221	ch	ch	ch	IV	cannot parse into complete legal pinyin syllables	0
222	uo	uo	uo	IV	cannot parse into complete legal pinyin syllables	0
223	u2	u2	u2	IV	cannot parse into complete legal pinyin syllables	0
224	ng3	ng3	ng3	SV	pinyin dictionary hit	1
225	an1	an1	an1	SV	pinyin dictionary hit	1
226	e2	e2	e2	SV	pinyin dictionary hit	1
227	ai4	ai4	ai4	SV	pinyin dictionary hit	1
228	u1	u1	u1	IV	cannot parse into complete legal pinyin syllables	0
229	ĠĠĠ	   		EX	punctuation/symbol/empty token	0
230	ong1	ong1	ong1	IV	cannot parse into complete legal pinyin syllables	0
231	a1	a1	a1	SV	pinyin dictionary hit	1
232	ãĢ	�	�	EX	punctuation/symbol/empty token	0
233	shi4	shi4	shi4	SV	pinyin dictionary hit	1
234	ei4	ei4	ei4	SV	pinyin dictionary hit	1
235	ao4	ao4	ao4	SV	pinyin dictionary hit	1
236	ian2	ian2	ian2	IV	cannot parse into complete legal pinyin syllables	0
237	a4	a4	a4	SV	pinyin dictionary hit	1
238	yu	yu	yu	SV	pinyin dictionary hit	1
239	ang1	ang1	ang1	SV	pinyin dictionary hit	1
240	yo	yo	yo	SV	pinyin dictionary hit	1
241	an3	an3	an3	SV	pinyin dictionary hit	1
242	n1	n1	n1	IV	cannot parse into complete legal pinyin syllables	0
243	hu	hu	hu	SV	pinyin dictionary hit	1
244	ang4	ang4	ang4	SV	pinyin dictionary hit	1
245	nian2	nian2	nian2	SV	pinyin dictionary hit	1
246	en2	en2	en2	SV	pinyin dictionary hit	1
247	li	li	li	SV	pinyin dictionary hit	1
248	ang3	ang3	ang3	SV	pinyin dictionary hit	1
249	eng2	eng2	eng2	SV	pinyin dictionary hit	1
250	uo4	uo4	uo4	IV	cannot parse into complete legal pinyin syllables	0
251	uo2	uo2	uo2	IV	cannot parse into complete legal pinyin syllables	0
252	wei4	wei4	wei4	SV	pinyin dictionary hit	1
253	mi	mi	mi	SV	pinyin dictionary hit	1
254	ao3	ao3	ao3	SV	pinyin dictionary hit	1
255	zai4	zai4	zai4	SV	pinyin dictionary hit	1
256	ãĢģ	、	、	EX	punctuation/symbol/empty token	0
257	bi	bi	bi	SV	pinyin dictionary hit	1
258	qi	qi	qi	SV	pinyin dictionary hit	1
259	ang2	ang2	ang2	SV	pinyin dictionary hit	1
260	e1	e1	e1	SV	pinyin dictionary hit	1
261	he2	he2	he2	SV	pinyin dictionary hit	1
262	yi	yi	yi	SV	pinyin dictionary hit	1
263	eng1	eng1	eng1	SV	pinyin dictionary hit	1
264	zhong1	zhong1	zhong1	SV	pinyin dictionary hit	1
265	er	er	er	SV	pinyin dictionary hit	1
266	bu4	bu4	bu4	SV	pinyin dictionary hit	1
267	ou4	ou4	ou4	SV	pinyin dictionary hit	1
268	a3	a3	a3	SV	pinyin dictionary hit	1
269	e3	e3	e3	SV	pinyin dictionary hit	1
270	n4	n4	n4	IV	cannot parse into complete legal pinyin syllables	0
271	shi2	shi2	shi2	SV	pinyin dictionary hit	1
272	di4	di4	di4	SV	pinyin dictionary hit	1
273	guo2	guo2	guo2	SV	pinyin dictionary hit	1
274	ai2	ai2	ai2	SV	pinyin dictionary hit	1
275	ui4	ui4	ui4	IV	cannot parse into complete legal pinyin syllables	0
276	ren2	ren2	ren2	SV	pinyin dictionary hit	1
277	ao1	ao1	ao1	SV	pinyin dictionary hit	1
278	xu	xu	xu	SV	pinyin dictionary hit	1
279	yi1	yi1	yi1	SV	pinyin dictionary hit	1
280	n2	n2	n2	IV	cannot parse into complete legal pinyin syllables	0
281	ong2	ong2	ong2	IV	cannot parse into complete legal pinyin syllables	0
282	yu2	yu2	yu2	SV	pinyin dictionary hit	1
283	gu	gu	gu	SV	pinyin dictionary hit	1
284	li4	li4	li4	SV	pinyin dictionary hit	1
285	zhi4	zhi4	zhi4	SV	pinyin dictionary hit	1
286	di	di	di	SV	pinyin dictionary hit	1
287	we	we	we	IV	cannot parse into complete legal pinyin syllables	0
288	en4	en4	en4	SV	pinyin dictionary hit	1
289	cheng2	cheng2	cheng2	SV	pinyin dictionary hit	1
290	ong4	ong4	ong4	IV	cannot parse into complete legal pinyin syllables	0
291	yi4	yi4	yi4	SV	pinyin dictionary hit	1
292	gong1	gong1	gong1	SV	pinyin dictionary hit	1
293	ji2	ji2	ji2	SV	pinyin dictionary hit	1
294	eng4	eng4	eng4	SV	pinyin dictionary hit	1
295	en1	en1	en1	SV	pinyin dictionary hit	1
296	yue4	yue4	yue4	SV	pinyin dictionary hit	1
297	you3	you3	you3	SV	pinyin dictionary hit	1
298	yuan2	yuan2	yuan2	SV	pinyin dictionary hit	1
299	da4	da4	da4	SV	pinyin dictionary hit	1
300	a2	a2	a2	SV	pinyin dictionary hit	1
301	le	le	le	SV	pinyin dictionary hit	1
302	ji4	ji4	ji4	SV	pinyin dictionary hit	1
303	20	20	20	EX	pure numeric inventory token	0
304	yi3	yi3	yi3	SV	pinyin dictionary hit	1
305	ju	ju	ju	SV	pinyin dictionary hit	1
306	ai1	ai1	ai1	SV	pinyin dictionary hit	1
307	pi	pi	pi	SV	pinyin dictionary hit	1
308	xian4	xian4	xian4	SV	pinyin dictionary hit	1
309	ou1	ou1	ou1	SV	pinyin dictionary hit	1
310	jia1	jia1	jia1	SV	pinyin dictionary hit	1
311	si1	si1	si1	SV	pinyin dictionary hit	1
312	xing2	xing2	xing2	SV	pinyin dictionary hit	1
313	ei3	ei3	ei3	SV	pinyin dictionary hit	1
314	ti	ti	ti	SV	pinyin dictionary hit	1
315	yu3	yu3	yu3	SV	pinyin dictionary hit	1
316	ji1	ji1	ji1	SV	pinyin dictionary hit	1
317	ta1	ta1	ta1	SV	pinyin dictionary hit	1
318	ri4	ri4	ri4	SV	pinyin dictionary hit	1
319	zhi1	zhi1	zhi1	SV	pinyin dictionary hit	1
320	hou4	hou4	hou4	SV	pinyin dictionary hit	1
321	li3	li3	li3	SV	pinyin dictionary hit	1
322	ou3	ou3	ou3	SV	pinyin dictionary hit	1
323	ai3	ai3	ai3	SV	pinyin dictionary hit	1
324	wei2	wei2	wei2	SV	pinyin dictionary hit	1
325	hui4	hui4	hui4	SV	pinyin dictionary hit	1
326	dao4	dao4	dao4	SV	pinyin dictionary hit	1
327	19	19	19	EX	pure numeric inventory token	0
328	ong3	ong3	ong3	IV	cannot parse into complete legal pinyin syllables	0
329	qi2	qi2	qi2	SV	pinyin dictionary hit	1
330	uan2	uan2	uan2	IV	cannot parse into complete legal pinyin syllables	0
331	zheng4	zheng4	zheng4	SV	pinyin dictionary hit	1
332	ming2	ming2	ming2	SV	pinyin dictionary hit	1
333	xi1	xi1	xi1	SV	pinyin dictionary hit	1
334	ao2	ao2	ao2	SV	pinyin dictionary hit	1
335	jian4	jian4	jian4	SV	pinyin dictionary hit	1
336	xue2	xue2	xue2	SV	pinyin dictionary hit	1
337	chu1	chu1	chu1	SV	pinyin dictionary hit	1
338	ge4	ge4	ge4	SV	pinyin dictionary hit	1
339	zuo4	zuo4	zuo4	SV	pinyin dictionary hit	1
340	uo1	uo1	uo1	IV	cannot parse into complete legal pinyin syllables	0
341	sheng1	sheng1	sheng1	SV	pinyin dictionary hit	1
342	dui4	dui4	dui4	SV	pinyin dictionary hit	1
343	you2	you2	you2	SV	pinyin dictionary hit	1
344	uo3	uo3	uo3	IV	cannot parse into complete legal pinyin syllables	0
345	qu1	qu1	qu1	SV	pinyin dictionary hit	1
346	shang4	shang4	shang4	SV	pinyin dictionary hit	1
347	en3	en3	en3	SV	pinyin dictionary hit	1
348	de2	de2	de2	SV	pinyin dictionary hit	1
349	bei4	bei4	bei4	SV	pinyin dictionary hit	1
350	shi3	shi3	shi3	SV	pinyin dictionary hit	1
351	zhu	zhu	zhu	SV	pinyin dictionary hit	1
352	zhan4	zhan4	zhan4	SV	pinyin dictionary hit	1
353	n3	n3	n3	IV	cannot parse into complete legal pinyin syllables	0
354	xin1	xin1	xin1	SV	pinyin dictionary hit	1
355	jun1	jun1	jun1	SV	pinyin dictionary hit	1
356	er3	er3	er3	SV	pinyin dictionary hit	1
357	she4	she4	she4	SV	pinyin dictionary hit	1
358	ren4	ren4	ren4	SV	pinyin dictionary hit	1
359	fa1	fa1	fa1	SV	pinyin dictionary hit	1
360	wu4	wu4	wu4	SV	pinyin dictionary hit	1
361	bing4	bing4	bing4	SV	pinyin dictionary hit	1
362	ke4	ke4	ke4	SV	pinyin dictionary hit	1
363	er2	er2	er2	SV	pinyin dictionary hit	1
364	lu4	lu4	lu4	SV	pinyin dictionary hit	1
365	dai4	dai4	dai4	SV	pinyin dictionary hit	1
366	zhu3	zhu3	zhu3	SV	pinyin dictionary hit	1
367	yi2	yi2	yi2	SV	pinyin dictionary hit	1
368	shu4	shu4	shu4	SV	pinyin dictionary hit	1
369	ju4	ju4	ju4	SV	pinyin dictionary hit	1
370	jin4	jin4	jin4	SV	pinyin dictionary hit	1
371	zi4	zi4	zi4	SV	pinyin dictionary hit	1
372	yin1	yin1	yin1	SV	pinyin dictionary hit	1
373	fu4	fu4	fu4	SV	pinyin dictionary hit	1
374	fang1	fang1	fang1	SV	pinyin dictionary hit	1
375	jing1	jing1	jing1	SV	pinyin dictionary hit	1
376	nan2	nan2	nan2	SV	pinyin dictionary hit	1
377	hua4	hua4	hua4	SV	pinyin dictionary hit	1
378	zhou1	zhou1	zhou1	SV	pinyin dictionary hit	1
379	ping2	ping2	ping2	SV	pinyin dictionary hit	1
380	xia4	xia4	xia4	SV	pinyin dictionary hit	1
381	lai2	lai2	lai2	SV	pinyin dictionary hit	1
382	yong4	yong4	yong4	SV	pinyin dictionary hit	1
383	guan1	guan1	guan1	SV	pinyin dictionary hit	1
384	tong2	tong2	tong2	SV	pinyin dictionary hit	1
385	yu4	yu4	yu4	SV	pinyin dictionary hit	1
386	ãĢĭ	》	》	EX	punctuation/symbol/empty token	0
387	ãĢĬ	《	《	EX	punctuation/symbol/empty token	0
388	fa3	fa3	fa3	SV	pinyin dictionary hit	1
389	zhu4	zhu4	zhu4	SV	pinyin dictionary hit	1
390	mei3	mei3	mei3	SV	pinyin dictionary hit	1
391	Â·	·	·	EX	punctuation/symbol/empty token	0
392	jian1	jian1	jian1	SV	pinyin dictionary hit	1
393	bo	bo	bo	SV	pinyin dictionary hit	1
394	huo4	huo4	huo4	SV	pinyin dictionary hit	1
395	ben3	ben3	ben3	SV	pinyin dictionary hit	1
396	xiang1	xiang1	xiang1	SV	pinyin dictionary hit	1
397	zhi2	zhi2	zhi2	SV	pinyin dictionary hit	1
398	dong4	dong4	dong4	SV	pinyin dictionary hit	1
399	xiang4	xiang4	xiang4	SV	pinyin dictionary hit	1
400	min2	min2	min2	SV	pinyin dictionary hit	1
401	zhe4	zhe4	zhe4	SV	pinyin dictionary hit	1
402	jiang1	jiang1	jiang1	SV	pinyin dictionary hit	1
403	qi1	qi1	qi1	SV	pinyin dictionary hit	1
404	fen1	fen1	fen1	SV	pinyin dictionary hit	1
405	shou3	shou3	shou3	SV	pinyin dictionary hit	1
406	quan2	quan2	quan2	SV	pinyin dictionary hit	1
407	wen2	wen2	wen2	SV	pinyin dictionary hit	1
408	yan2	yan2	yan2	SV	pinyin dictionary hit	1
409	suo3	suo3	suo3	SV	pinyin dictionary hit	1
410	jiao4	jiao4	jiao4	SV	pinyin dictionary hit	1
411	qian2	qian2	qian2	SV	pinyin dictionary hit	1
412	dian4	dian4	dian4	SV	pinyin dictionary hit	1
413	te4	te4	te4	SV	pinyin dictionary hit	1
414	duo1	duo1	duo1	SV	pinyin dictionary hit	1
415	zui4	zui4	zui4	SV	pinyin dictionary hit	1
416	kai1	kai1	kai1	SV	pinyin dictionary hit	1
417	jie2	jie2	jie2	SV	pinyin dictionary hit	1
418	lian2	lian2	lian2	SV	pinyin dictionary hit	1
419	zhi3	zhi3	zhi3	SV	pinyin dictionary hit	1
420	xi4	xi4	xi4	SV	pinyin dictionary hit	1
421	ke3	ke3	ke3	SV	pinyin dictionary hit	1
422	eng3	eng3	eng3	SV	pinyin dictionary hit	1
423	ei1	ei1	ei1	SV	pinyin dictionary hit	1
424	dan4	dan4	dan4	SV	pinyin dictionary hit	1
425	mu4	mu4	mu4	SV	pinyin dictionary hit	1
426	ye4	ye4	ye4	SV	pinyin dictionary hit	1
427	du4	du4	du4	SV	pinyin dictionary hit	1
428	fu2	fu2	fu2	SV	pinyin dictionary hit	1
429	shu	shu	shu	SV	pinyin dictionary hit	1
430	ma3	ma3	ma3	SV	pinyin dictionary hit	1
431	ye3	ye3	ye3	SV	pinyin dictionary hit	1
432	dong1	dong1	dong1	SV	pinyin dictionary hit	1
433	qiu2	qiu2	qiu2	SV	pinyin dictionary hit	1
434	bei3	bei3	bei3	SV	pinyin dictionary hit	1
435	ãĢĮ	「	「	EX	punctuation/symbol/empty token	0
436	ãĢį	」	」	EX	punctuation/symbol/empty token	0
437	gao1	gao1	gao1	SV	pinyin dictionary hit	1
438	ya4	ya4	ya4	SV	pinyin dictionary hit	1
439	ou2	ou2	ou2	SV	pinyin dictionary hit	1
440	du	du	du	SV	pinyin dictionary hit	1
441	jie1	jie1	jie1	SV	pinyin dictionary hit	1
442	un2	un2	un2	IV	cannot parse into complete legal pinyin syllables	0
443	mian4	mian4	mian4	SV	pinyin dictionary hit	1
444	hai3	hai3	hai3	SV	pinyin dictionary hit	1
445	zhang3	zhang3	zhang3	SV	pinyin dictionary hit	1
446	shi1	shi1	shi1	SV	pinyin dictionary hit	1
447	jin1	jin1	jin1	SV	pinyin dictionary hit	1
448	ci3	ci3	ci3	SV	pinyin dictionary hit	1
449	nei4	nei4	nei4	SV	pinyin dictionary hit	1
450	sai4	sai4	sai4	SV	pinyin dictionary hit	1
451	san1	san1	san1	SV	pinyin dictionary hit	1
452	tai2	tai2	tai2	SV	pinyin dictionary hit	1
453	ge2	ge2	ge2	SV	pinyin dictionary hit	1
454	xing4	xing4	xing4	SV	pinyin dictionary hit	1
455	guo4	guo4	guo4	SV	pinyin dictionary hit	1
456	201	201	201	EX	pure numeric inventory token	0
457	deng3	deng3	deng3	SV	pinyin dictionary hit	1
458	yao4	yao4	yao4	SV	pinyin dictionary hit	1
459	che1	che1	che1	SV	pinyin dictionary hit	1
460	ci4	ci4	ci4	SV	pinyin dictionary hit	1
461	su	su	su	SV	pinyin dictionary hit	1
462	mo	mo	mo	SV	pinyin dictionary hit	1
463	ru4	ru4	ru4	SV	pinyin dictionary hit	1
464	wu3	wu3	wu3	SV	pinyin dictionary hit	1
465	gai1	gai1	gai1	SV	pinyin dictionary hit	1
466	ku	ku	ku	SV	pinyin dictionary hit	1
467	ding4	ding4	ding4	SV	pinyin dictionary hit	1
468	chang2	chang2	chang2	SV	pinyin dictionary hit	1
469	biao3	biao3	biao3	SV	pinyin dictionary hit	1
470	la1	la1	la1	SV	pinyin dictionary hit	1
471	ti3	ti3	ti3	SV	pinyin dictionary hit	1
472	gong4	gong4	gong4	SV	pinyin dictionary hit	1
473	jie4	jie4	jie4	SV	pinyin dictionary hit	1
474	shou4	shou4	shou4	SV	pinyin dictionary hit	1
475	dao3	dao3	dao3	SV	pinyin dictionary hit	1
476	shan1	shan1	shan1	SV	pinyin dictionary hit	1
477	chang3	chang3	chang3	SV	pinyin dictionary hit	1
478	si4	si4	si4	SV	pinyin dictionary hit	1
479	lv	lv	lv	SV	pinyin dictionary hit	1
480	ze2	ze2	ze2	SV	pinyin dictionary hit	1
481	ti2	ti2	ti2	SV	pinyin dictionary hit	1
482	ke1	ke1	ke1	SV	pinyin dictionary hit	1
483	dang1	dang1	dang1	SV	pinyin dictionary hit	1
484	neng2	neng2	neng2	SV	pinyin dictionary hit	1
485	er4	er4	er4	SV	pinyin dictionary hit	1
486	wai4	wai4	wai4	SV	pinyin dictionary hit	1
487	ei2	ei2	ei2	SV	pinyin dictionary hit	1
488	chu	chu	chu	SV	pinyin dictionary hit	1
489	dan1	dan1	dan1	SV	pinyin dictionary hit	1
490	qi3	qi3	qi3	SV	pinyin dictionary hit	1
491	zi	zi	zi	SV	pinyin dictionary hit	1
