token_id	raw_token	decoded_token	clean_token	label	reason	unit_count
204	ang	ang	ang	SV	pinyin dictionary hit	1
205	ĠĠ	  		EX	punctuation/symbol/empty token	0
206	ong	ong	ong	IV	cannot parse into complete legal pinyin syllables	0
207	xi	xi	xi	SV	pinyin dictionary hit	1
208	ao	ao	ao	SV	pinyin dictionary hit	1
209	ai	ai	ai	SV	pinyin dictionary hit	1
210	de	de	de	SV	pinyin dictionary hit	1
211	ei	ei	ei	SV	pinyin dictionary hit	1
212	shi	shi	shi	SV	pinyin dictionary hit	1
213	yu	yu	yu	SV	pinyin dictionary hit	1
214	ou	ou	ou	SV	pinyin dictionary hit	1
215	yi	yi	yi	SV	pinyin dictionary hit	1
216	en	en	en	SV	pinyin dictionary hit	1
217	ch	ch	ch	IV	cannot parse into complete legal pinyin syllables	0
218	ian	ian	ian	IV	cannot parse into complete legal pinyin syllables	0
219	uo	uo	uo	IV	cannot parse into complete legal pinyin syllables	0
220	eng	eng	eng	SV	pinyin dictionary hit	1
221	li	li	li	SV	pinyin dictionary hit	1
222	ĠĠĠ	   		EX	punctuation/symbol/empty token	0
223	ãĢ	�	�	EX	punctuation/symbol/empty token	0
224	ing	ing	ing	IV	cannot parse into complete legal pinyin syllables	0
225	ui	ui	ui	IV	cannot parse into complete legal pinyin syllables	0
226	wei	wei	wei	SV	pinyin dictionary hit	1
227	uan	uan	uan	IV	cannot parse into complete legal pinyin syllables	0
228	zhi	zhi	zhi	SV	pinyin dictionary hit	1
229	qi	qi	qi	SV	pinyin dictionary hit	1
230	nian	nian	nian	SV	pinyin dictionary hit	1
231	zhong	zhong	zhong	SV	pinyin dictionary hit	1
232	you	you	you	SV	pinyin dictionary hit	1
233	ren	ren	ren	SV	pinyin dictionary hit	1
234	un	un	un	IV	cannot parse into complete legal pinyin syllables	0
235	zai	zai	zai	SV	pinyin dictionary hit	1
236	di	di	di	SV	pinyin dictionary hit	1
237	guo	guo	guo	SV	pinyin dictionary hit	1
238	ãĢģ	、	、	EX	punctuation/symbol/empty token	0
239	he	he	he	SV	pinyin dictionary hit	1
240	bu	bu	bu	SV	pinyin dictionary hit	1
241	er	er	er	SV	pinyin dictionary hit	1
242	gong	gong	gong	SV	pinyin dictionary hit	1
243	xing	xing	xing	SV	pinyin dictionary hit	1
244	cheng	cheng	cheng	SV	pinyin dictionary hit	1
245	da	da	da	SV	pinyin dictionary hit	1
246	zhu	zhu	zhu	SV	pinyin dictionary hit	1
247	hu	hu	hu	SV	pinyin dictionary hit	1
248	yuan	yuan	yuan	SV	pinyin dictionary hit	1
249	si	si	si	SV	pinyin dictionary hit	1
250	jian	jian	jian	SV	pinyin dictionary hit	1
251	yue	yue	yue	SV	pinyin dictionary hit	1
252	ge	ge	ge	SV	pinyin dictionary hit	1
253	fu	fu	fu	SV	pinyin dictionary hit	1
254	xian	xian	xian	SV	pinyin dictionary hit	1
255	ue	ue	ue	IV	cannot parse into complete legal pinyin syllables	0
256	ke	ke	ke	SV	pinyin dictionary hit	1
257	wu	wu	wu	SV	pinyin dictionary hit	1
258	chu	chu	chu	SV	pinyin dictionary hit	1
259	shu	shu	shu	SV	pinyin dictionary hit	1
260	sheng	sheng	sheng	SV	pinyin dictionary hit	1
261	jie	jie	jie	SV	pinyin dictionary hit	1
262	jia	jia	jia	SV	pinyin dictionary hit	1
263	bi	bi	bi	SV	pinyin dictionary hit	1
264	dao	dao	dao	SV	pinyin dictionary hit	1
265	zi	zi	zi	SV	pinyin dictionary hit	1
266	bei	bei	bei	SV	pinyin dictionary hit	1
267	hui	hui	hui	SV	pinyin dictionary hit	1
268	fa	fa	fa	SV	pinyin dictionary hit	1
269	xiang	xiang	xiang	SV	pinyin dictionary hit	1
270	ti	ti	ti	SV	pinyin dictionary hit	1
271	zheng	zheng	zheng	SV	pinyin dictionary hit	1
272	mi	mi	mi	SV	pinyin dictionary hit	1
273	ta	ta	ta	SV	pinyin dictionary hit	1
274	jin	jin	jin	SV	pinyin dictionary hit	1
275	qu	qu	qu	SV	pinyin dictionary hit	1
276	20	20	20	EX	pure numeric inventory token	0
277	tong	tong	tong	SV	pinyin dictionary hit	1
278	ri	ri	ri	SV	pinyin dictionary hit	1
279	ju	ju	ju	SV	pinyin dictionary hit	1
280	jing	jing	jing	SV	pinyin dictionary hit	1
281	ming	ming	ming	SV	pinyin dictionary hit	1
282	le	le	le	SV	pinyin dictionary hit	1
283	hou	hou	hou	SV	pinyin dictionary hit	1
284	shang	shang	shang	SV	pinyin dictionary hit	1
285	shou	shou	shou	SV	pinyin dictionary hit	1
286	dong	dong	dong	SV	pinyin dictionary hit	1
287	ci	ci	ci	SV	pinyin dictionary hit	1
288	fang	fang	fang	SV	pinyin dictionary hit	1
289	19	19	19	EX	pure numeric inventory token	0
290	hua	hua	hua	SV	pinyin dictionary hit	1
291	yin	yin	yin	SV	pinyin dictionary hit	1
292	xue	xue	xue	SV	pinyin dictionary hit	1
293	guan	guan	guan	SV	pinyin dictionary hit	1
294	zhan	zhan	zhan	SV	pinyin dictionary hit	1
295	ye	ye	ye	SV	pinyin dictionary hit	1
296	ying	ying	ying	SV	pinyin dictionary hit	1
297	zuo	zuo	zuo	SV	pinyin dictionary hit	1
298	zhe	zhe	zhe	SV	pinyin dictionary hit	1
299	yan	yan	yan	SV	pinyin dictionary hit	1
300	mei	mei	mei	SV	pinyin dictionary hit	1
301	jiao	jiao	jiao	SV	pinyin dictionary hit	1
302	gu	gu	gu	SV	pinyin dictionary hit	1
303	chang	chang	chang	SV	pinyin dictionary hit	1
304	xin	xin	xin	SV	pinyin dictionary hit	1
305	dui	dui	dui	SV	pinyin dictionary hit	1
306	lu	lu	lu	SV	pinyin dictionary hit	1
307	bing	bing	bing	SV	pinyin dictionary hit	1
308	bao	bao	bao	SV	pinyin dictionary hit	1
309	fen	fen	fen	SV	pinyin dictionary hit	1
310	dan	dan	dan	SV	pinyin dictionary hit	1
311	huo	huo	huo	SV	pinyin dictionary hit	1
312	jun	jun	jun	SV	pinyin dictionary hit	1
313	jiang	jiang	jiang	SV	pinyin dictionary hit	1
314	du	du	du	SV	pinyin dictionary hit	1
315	xiao	xiao	xiao	SV	pinyin dictionary hit	1
316	dian	dian	dian	SV	pinyin dictionary hit	1
317	yong	yong	yong	SV	pinyin dictionary hit	1
318	qian	qian	qian	SV	pinyin dictionary hit	1
319	she	she	she	SV	pinyin dictionary hit	1
320	tai	tai	tai	SV	pinyin dictionary hit	1
321	xia	xia	xia	SV	pinyin dictionary hit	1
322	mu	mu	mu	SV	pinyin dictionary hit	1
323	wen	wen	wen	SV	pinyin dictionary hit	1
324	gai	gai	gai	SV	pinyin dictionary hit	1
325	zhang	zhang	zhang	SV	pinyin dictionary hit	1
326	liang	liang	liang	SV	pinyin dictionary hit	1
327	ya	ya	ya	SV	pinyin dictionary hit	1
328	ru	ru	ru	SV	pinyin dictionary hit	1
329	dai	dai	dai	SV	pinyin dictionary hit	1
330	hai	hai	hai	SV	pinyin dictionary hit	1
331	nan	nan	nan	SV	pinyin dictionary hit	1
332	zhou	zhou	zhou	SV	pinyin dictionary hit	1
333	zu	zu	zu	SV	pinyin dictionary hit	1
334	wang	wang	wang	SV	pinyin dictionary hit	1
335	lai	lai	lai	SV	pinyin dictionary hit	1
336	ban	ban	ban	SV	pinyin dictionary hit	1
337	jiu	jiu	jiu	SV	pinyin dictionary hit	1
338	dang	dang	dang	SV	pinyin dictionary hit	1
339	qing	qing	qing	SV	pinyin dictionary hit	1
340	ping	ping	ping	SV	pinyin dictionary hit	1
341	shen	shen	shen	SV	pinyin dictionary hit	1
342	ãĢĭ	》	》	EX	punctuation/symbol/empty token	0
343	ãĢĬ	《	《	EX	punctuation/symbol/empty token	0
344	wan	wan	wan	SV	pinyin dictionary hit	1
345	lian	lian	lian	SV	pinyin dictionary hit	1
346	ling	ling	ling	SV	pinyin dictionary hit	1
347	luo	luo	luo	SV	pinyin dictionary hit	1
348	Â·	·	·	EX	punctuation/symbol/empty token	0
349	min	min	min	SV	pinyin dictionary hit	1
350	quan	quan	quan	SV	pinyin dictionary hit	1
351	pi	pi	pi	SV	pinyin dictionary hit	1
352	ni	ni	ni	SV	pinyin dictionary hit	1
353	bo	bo	bo	SV	pinyin dictionary hit	1
354	duo	duo	duo	SV	pinyin dictionary hit	1
355	te	te	te	SV	pinyin dictionary hit	1
356	ben	ben	ben	SV	pinyin dictionary hit	1
357	gao	gao	gao	SV	pinyin dictionary hit	1
358	biao	biao	biao	SV	pinyin dictionary hit	1
359	suo	suo	suo	SV	pinyin dictionary hit	1
360	la	la	la	SV	pinyin dictionary hit	1
361	ma	ma	ma	SV	pinyin dictionary hit	1
362	kai	kai	kai	SV	pinyin dictionary hit	1
363	ba	ba	ba	SV	pinyin dictionary hit	1
364	xie	xie	xie	SV	pinyin dictionary hit	1
365	xu	xu	xu	SV	pinyin dictionary hit	1
366	bian	bian	bian	SV	pinyin dictionary hit	1
367	deng	deng	deng	SV	pinyin dictionary hit	1
368	yao	yao	yao	SV	pinyin dictionary hit	1
369	yang	yang	yang	SV	pinyin dictionary hit	1
370	mian	mian	mian	SV	pinyin dictionary hit	1
371	zhen	zhen	zhen	SV	pinyin dictionary hit	1
372	ding	ding	ding	SV	pinyin dictionary hit	1
373	qiu	qiu	qiu	SV	pinyin dictionary hit	1
374	zui	zui	zui	SV	pinyin dictionary hit	1
375	sai	sai	sai	SV	pinyin dictionary hit	1
376	liu	liu	liu	SV	pinyin dictionary hit	1
377	fan	fan	fan	SV	pinyin dictionary hit	1
378	xuan	xuan	xuan	SV	pinyin dictionary hit	1
379	fei	fei	fei	SV	pinyin dictionary hit	1
380	san	san	san	SV	pinyin dictionary hit	1
381	shan	shan	shan	SV	pinyin dictionary hit	1
382	che	che	che	SV	pinyin dictionary hit	1
383	zong	zong	zong	SV	pinyin dictionary hit	1
384	men	men	men	SV	pinyin dictionary hit	1
385	ãĢĮ	「	「	EX	punctuation/symbol/empty token	0
386	ãĢį	」	」	EX	punctuation/symbol/empty token	0
387	tu	tu	tu	SV	pinyin dictionary hit	1
388	tian	tian	tian	SV	pinyin dictionary hit	1
389	hao	hao	hao	SV	pinyin dictionary hit	1
390	su	su	su	SV	pinyin dictionary hit	1
391	lei	lei	lei	SV	pinyin dictionary hit	1
392	nei	nei	nei	SV	pinyin dictionary hit	1
393	yun	yun	yun	SV	pinyin dictionary hit	1
394	201	201	201	EX	pure numeric inventory token	0
395	lan	lan	lan	SV	pinyin dictionary hit	1
396	feng	feng	feng	SV	pinyin dictionary hit	1
397	mo	mo	mo	SV	pinyin dictionary hit	1
398	na	na	na	SV	pinyin dictionary hit	1
399	ze	ze	ze	SV	pinyin dictionary hit	1
400	lv	lv	lv	SV	pinyin dictionary hit	1
401	han	han	han	SV	pinyin dictionary hit	1
402	kou	kou	kou	SV	pinyin dictionary hit	1
403	wai	wai	wai	SV	pinyin dictionary hit	1
404	neng	neng	neng	SV	pinyin dictionary hit	1
405	lin	lin	lin	SV	pinyin dictionary hit	1
406	chuan	chuan	chuan	SV	pinyin dictionary hit	1
407	chi	chi	chi	SV	pinyin dictionary hit	1
408	jue	jue	jue	SV	pinyin dictionary hit	1
409	bai	bai	bai	SV	pinyin dictionary hit	1
410	pai	pai	pai	SV	pinyin dictionary hit	1
411	200	200	200	EX	pure numeric inventory token	0
412	ku	ku	ku	SV	pinyin dictionary hit	1
413	cai	cai	cai	SV	pinyin dictionary hit	1
414	zao	zao	zao	SV	pinyin dictionary hit	1
415	ting	ting	ting	SV	pinyin dictionary hit	1
416	zhuan	zhuan	zhuan	SV	pinyin dictionary hit	1
417	gang	gang	gang	SV	pinyin dictionary hit	1
418	lie	lie	lie	SV	pinyin dictionary hit	1
419	guang	guang	guang	SV	pinyin dictionary hit	1
420	gui	gui	gui	SV	pinyin dictionary hit	1
421	lun	lun	lun	SV	pinyin dictionary hit	1
422	sui	sui	sui	SV	pinyin dictionary hit	1
423	pu	pu	pu	SV	pinyin dictionary hit	1
424	ceng	ceng	ceng	SV	pinyin dictionary hit	1
425	kong	kong	kong	SV	pinyin dictionary hit	1
426	shui	shui	shui	SV	pinyin dictionary hit	1
427	10	10	10	EX	pure numeric inventory token	0
428	chao	chao	chao	SV	pinyin dictionary hit	1
429	zhuang	zhuang	zhuang	SV	pinyin dictionary hit	1
430	cha	cha	cha	SV	pinyin dictionary hit	1
431	dou	dou	dou	SV	pinyin dictionary hit	1
432	can	can	can	SV	pinyin dictionary hit	1
433	tou	tou	tou	SV	pinyin dictionary hit	1
434	ran	ran	ran	SV	pinyin dictionary hit	1
435	se	se	se	SV	pinyin dictionary hit	1
436	duan	duan	duan	SV	pinyin dictionary hit	1
437	cun	cun	cun	SV	pinyin dictionary hit	1
438	huan	huan	huan	SV	pinyin dictionary hit	1
439	cong	cong	cong	SV	pinyin dictionary hit	1
440	pin	pin	pin	SV	pinyin dictionary hit	1
441	ce	ce	ce	SV	pinyin dictionary hit	1
442	chan	chan	chan	SV	pinyin dictionary hit	1
443	xun	xun	xun	SV	pinyin dictionary hit	1
444	gou	gou	gou	SV	pinyin dictionary hit	1
445	00	00	00	EX	pure numeric inventory token	0
446	nv	nv	nv	SV	pinyin dictionary hit	1
447	zhao	zhao	zhao	SV	pinyin dictionary hit	1
448	gan	gan	gan	SV	pinyin dictionary hit	1
449	chong	chong	chong	SV	pinyin dictionary hit	1
450	sha	sha	sha	SV	pinyin dictionary hit	1
451	tan	tan	tan	SV	pinyin dictionary hit	1
452	18	18	18	EX	pure numeric inventory token	0
453	qin	qin	qin	SV	pinyin dictionary hit	1
454	ka	ka	ka	SV	pinyin dictionary hit	1
455	meng	meng	meng	SV	pinyin dictionary hit	1
456	qiang	qiang	qiang	SV	pinyin dictionary hit	1
457	huang	huang	huang	SV	pinyin dictionary hit	1
458	xiu	xiu	xiu	SV	pinyin dictionary hit	1
459	12	12	12	EX	pure numeric inventory token	0
460	tiao	tiao	tiao	SV	pinyin dictionary hit	1
461	man	man	man	SV	pinyin dictionary hit	1
462	shao	shao	shao	SV	pinyin dictionary hit	1
463	kuo	kuo	kuo	SV	pinyin dictionary hit	1
464	long	long	long	SV	pinyin dictionary hit	1
465	pian	pian	pian	SV	pinyin dictionary hit	1
466	shuo	shuo	shuo	SV	pinyin dictionary hit	1
467	tuan	tuan	tuan	SV	pinyin dictionary hit	1
468	tang	tang	tang	SV	pinyin dictionary hit	1
469	rong	rong	rong	SV	pinyin dictionary hit	1
470	geng	geng	geng	SV	pinyin dictionary hit	1
471	202	202	202	EX	pure numeric inventory token	0
472	chen	chen	chen	SV	pinyin dictionary hit	1
473	tui	tui	tui	SV	pinyin dictionary hit	1
474	gen	gen	gen	SV	pinyin dictionary hit	1
475	que	que	que	SV	pinyin dictionary hit	1
476	tie	tie	tie	SV	pinyin dictionary hit	1
477	11	11	11	EX	pure numeric inventory token	0
478	qie	qie	qie	SV	pinyin dictionary hit	1
479	wo	wo	wo	SV	pinyin dictionary hit	1
480	po	po	po	SV	pinyin dictionary hit	1
481	pei	pei	pei	SV	pinyin dictionary hit	1
482	hang	hang	hang	SV	pinyin dictionary hit	1
483	hong	hong	hong	SV	pinyin dictionary hit	1
484	199	199	199	EX	pure numeric inventory token	0
485	bang	bang	bang	SV	pinyin dictionary hit	1
486	liao	liao	liao	SV	pinyin dictionary hit	1
487	chuang	chuang	chuang	SV	pinyin dictionary hit	1
488	bie	bie	bie	SV	pinyin dictionary hit	1
489	re	re	re	SV	pinyin dictionary hit	1
490	tuo	tuo	tuo	SV	pinyin dictionary hit	1
491	tao	tao	tao	SV	pinyin dictionary hit	1
492	song	song	song	SV	pinyin dictionary hit	1
493	wa	wa	wa	SV	pinyin dictionary hit	1
494	mai	mai	mai	SV	pinyin dictionary hit	1
495	ha	ha	ha	SV	pinyin dictionary hit	1
496	15	15	15	EX	pure numeric inventory token	0
497	pan	pan	pan	SV	pinyin dictionary hit	1
498	dun	dun	dun	SV	pinyin dictionary hit	1
499	diao	diao	diao	SV	pinyin dictionary hit	1
500	qiao	qiao	qiao	SV	pinyin dictionary hit	1
501	sa	sa	sa	SV	pinyin dictionary hit	1
502	mao	mao	mao	SV	pinyin dictionary hit	1
503	lang	lang	lang	SV	pinyin dictionary hit	1
504	kan	kan	kan	SV	pinyin dictionary hit	1
505	kang	kang	kang	SV	pinyin dictionary hit	1
506	âĢ	�	�	EX	punctuation/symbol/empty token	0
507	or	or	or	IV	cannot parse into complete legal pinyin syllables	0
508	lao	lao	lao	SV	pinyin dictionary hit	1
509	zeng	zeng	zeng	SV	pinyin dictionary hit	1
510	16	16	16	EX	pure numeric inventory token	0
511	198	198	198	EX	pure numeric inventory token	0
512	kao	kao	kao	SV	pinyin dictionary hit	1
513	xiong	xiong	xiong	SV	pinyin dictionary hit	1
514	17	17	17	EX	pure numeric inventory token	0
515	on	on	on	IV	cannot parse into complete legal pinyin syllables	0
516	nuo	nuo	nuo	SV	pinyin dictionary hit	1
517	miao	miao	miao	SV	pinyin dictionary hit	1
518	rang	rang	rang	SV	pinyin dictionary hit	1
519	kuang	kuang	kuang	SV	pinyin dictionary hit	1
520	hen	hen	hen	SV	pinyin dictionary hit	1
